# key	tier	source_class	name	url	citable_for   (catalog on ce98b0a6)
lsu_agcenter_3363	T1	university_extension	LSU AgCenter Pub 3363/3364 (Strawberries)	https://www.lsuagcenter.com/NR/rdonlyres/F364192A-744D-4E43-B95E-E9EBD75CDF4E/100278/Pub3364Strawberries4Cweb.pdf	LSU AgCenter Pub 3363/3364 (Strawberries). Specific page under its trusted parent (T1 inherited).
lsu_agcenter_3634	T1	university_extension	LSU AgCenter, Vegetable Gardening Tips: Artichokes	https://www.lsuagcenter.com/profiles/bneely/articles/page1532008353583	Extension home-garden crop guidance for the Gulf, and the only Gulf-state extension service that covers artichoke at all. Verified verbatim: 'Artichokes should be planted from October to early November'; 'If starting from seed, sow them 12 weeks before you intend to plant. For example, sow seeds in mid-July for an October planting'; 'Dig the hole as deep as the root ball and a little wider', confirming a containerized transplant rather than a bare crown; 'Space individual plants at least 3 feet apart'; and the candid persistence verdict, 'Technically, artichokes are a perennial vegetable, but many times we lose them in the summer to disease... or simply treat them as an annual plant.' Also a zone claim -- 'Artichokes prefer warm temperatures and thrive in USDA Plant Hardiness Zones 7 and higher' -- which is a THRIVES statement, not a perennializes one, and which the same page contradicts two paragraphs later on summer-disease grounds. CAVEATS: LSU's flagship Louisiana Vegetable Planting Guide (Pub. 1980) omits artichoke entirely, and its P3941-A chart gives Aug 1 - Oct 31 with no organ note; Louisiana HARVEST months are not stated anywhere in T1. URL PROVENANCE: recovered by Trevor 2026-07-26 after a self-constructed address 404'd; the two load-bearing sentences were re-confirmed present at this address before citing.
mo_ext_g6201	T1	university_extension	Missouri Extension Vegetable Planting Calendar (G6201)	https://extension.missouri.edu/publications/g6201	University of Missouri Extension specific circular G6201. Midwest regional coverage. Parent portal entry: mu_ext.
mo_ext_g6461	T1	university_extension	Missouri Extension Growing Home Garden Tomatoes (G6461)	https://extension.missouri.edu/publications/g6461	University of Missouri Extension specific circular G6461. Midwest regional coverage. Parent portal entry: mu_ext.
msstate_ext	T1	university_extension	Mississippi State University Extension Vegetable Planting Dates	https://extension.msstate.edu/lawn-and-garden	Mississippi State University Extension publications, a 1862 Land Grant institution. Southern regional coverage.
msu_bozeman	T1	university_extension	Montana State University Extension	https://www.montana.edu/extension/	Montana State University Extension (Bozeman) publications, a 1862 Land Grant institution. Northern Rockies regional coverage.
msu_ext	T1	university_extension	Michigan State University Extension	https://www.canr.msu.edu/resources	Michigan State University Extension publications, a 1862 Land Grant institution. Great Lakes regional coverage; particularly strong for tree fruit guidance.
msu_radical_roots	T1	university_extension	MSU Radical Roots Growing Guide (John Biernbaum)	https://www.canr.msu.edu/hrt/	Montana State University specific Radical Roots program publication.
mu_ext	T1	university_extension	University of Missouri Extension	https://extension.missouri.edu	University of Missouri Extension parent portal publications, a 1862 Land Grant institution. Existing mo_ext_g6201 and mo_ext_g6461 are specific circulars; mu_ext covers extension content outside those specific publications. Midwest regional coverage.
ncsu_ext	T1	university_extension	NC State Extension	https://content.ces.ncsu.edu	NC State Extension publications, a 1862 Land Grant institution. Southeast regional coverage; particularly strong for the Plant Toolbox database.
ncsu_ext_bulb_onions	T1	university_extension	NC State Extension: Bulb Onions	https://content.ces.ncsu.edu/bulb-onions	NC State Extension 'Bulb Onions'. Day-length definitions (short-day 10-12 h, intermediate 12-14 h, long-day 14-16 h) and the recommendation that short-day onions are best suited for eastern North Carolina, with a fall/late-winter planting culture. Backs the mid_atlantic Coastal Plain (zone 8) onion + shallot intermediate_day recommendation and the short-day southern-coastal note. Parent portal entry: ncsu_ext.
ncsu_ext_handbook_tree_fruit	T1	university_extension	NC State Extension Gardener Handbook, ch. 15: Tree Fruit and Nuts	https://content.ces.ncsu.edu/extension-gardener-handbook/15-tree-fruit-and-nuts	NC State Extension Gardener Handbook chapter 15 (Tree Fruit and Nuts). PLANTING TIME: "The best time to plant a fruit or nut tree in North Carolina is late fall or early winter. When trees are planted in the fall, the roots grow through the winter, resulting in greater tree growth during the first season" -- backs the mid_atlantic Dec-Feb dormant bare-root window across the tree-fruit roster. HARVEST: Table 5, "Approximate harvest dates", gives apples August to November, figs June to August, red mulberry May to June, nectarines May to July, pawpaw "August to September or to first frost", peaches June to August, Asian and European pears August to October, persimmons September to November, plums June to August, plus years-to-harvest and ripeness indicators per crop. SUITABILITY: recommends apples, chestnuts, figs, pears, pecans, persimmons and plums for eastern and central North Carolina, and states that "apricot and cherry trees grow in certain areas where the climate is favorable, but need careful management and will not consistently bear fruit". Publishes NO bloom dates for any crop.
ncsu_ext_lavandula_angustifolia	T1	university_extension	NC State Extension Gardener Plant Toolbox -- Lavandula angustifolia	https://plants.ces.ncsu.edu/plants/lavandula-angustifolia/	NC State Extension Gardener Plant Toolbox entry for Lavandula angustifolia: evergreen perennial shrub in Lamiaceae, Mediterranean native, 1-2 ft tall x 2-3 ft wide, full sun, neutral-to-alkaline soil (6.0->8.0), good drainage required (dies in heavy clay/wet feet), zones 5a-9b, cut back yearly and remove spent spikes, edible/cut/dried flower value, low-severity poison to humans and a problem for cats/dogs/horses (linalool/linalyl acetate), root rot from overwatering plus leaf spot. Specific page under its trusted parent (T1 inherited).
ncsu_ext_strawberry_anthracnose	T1	university_extension	NC State Extension -- Anthracnose Fruit Rot of Strawberry	https://content.ces.ncsu.edu/anthracnose-fruit-rot-of-strawberry	NC State Extension Anthracnose Fruit Rot of Strawberry page; the sole source naming Albion as susceptible to anthracnose fruit rot on black plastic. Parent portal entry: ncsu_ext.
ncsu_ext_toolbox_punica_granatum	T1	university_extension	NC State Extension Gardener Plant Toolbox -- Punica granatum	https://plants.ces.ncsu.edu/plants/punica-granatum/	NC State Extension Gardener Plant Toolbox entry for Punica granatum. SUITABILITY: "NC Region: Coastal" and "USDA Plant Hardiness Zone: 8a, 8b, 9a, 9b, 10a, 10b"; "Although this plant prefers warm, arid regions, it can be grown in some parts of North Carolina, preferably the coastal region"; "The plant usually survives the winter but will be killed to the ground at temperatures below 10 degrees F"; "Plants grown in North Carolina may need to be planted in a protected area or in a container that can be brought indoors for the winter." SEASONS ONLY, NO DATES: "Display/Harvest Time: Fall" and "Flower Bloom Time: Fall, Spring, Summer". Publishes NO planting date and NO harvest or bloom date, which is why only the zone 8 suitability cell cites it. Backs the mid_atlantic zone 8 `marginal` call, where the stated limiter is humidity capping fruit quality rather than winter cold. The NC State PUBLICATIONS host is a different property and its Extension Gardener Handbook ch. 15 never mentions this crop at all. Parent portal entry: ncsu_ext.
ncsu_ext_toolbox_vicia_faba	T1	university_extension	NC State Extension Gardener Plant Toolbox -- Vicia faba	https://plants.ces.ncsu.edu/plants/vicia-faba/	NC State Extension Gardener Plant Toolbox entry for Vicia faba (fava / broad / faba bean). HEAT LIMIT, the load-bearing claim: "This cool season crop can be grown in most climates, however, temperatures in the 60's are ideal. In locations where the daytime temperatures exceed the mid 70's may result in poor yeild unless planted at a time when temperatures are milder" (sic, the source misspells "yield"). Backs the mid_atlantic heat_pause on both zones: a HEAT exclusion, not a frost gap. Also "Four to five months are needed between sowing seed and harvesting", "NC Region: Coastal, Mountains, Piedmont" (so both mid_atlantic zones are in range), "Flower Bloom Time: Spring, Summer" and "Display/Harvest Time: Fall, Summer" -- SEASONS ONLY, no dates, which is why the zone cells' planting model does NOT cite this. Corroborated on the temperature claim by VCE SPES-590, "Faba Bean: A Multipurpose Specialty Crop for the Mid-Atlantic USA" (2024-03-26): "temperatures ranging from 60-65 degF are the best for its growth, faba bean can grow at temperatures ranging from 45-75 degF". Parent portal entry: ncsu_ext.
ndsu_ext	T1	university_extension	North Dakota State University Extension	https://www.ndsu.edu/agriculture/extension	Cooperative Extension publications from North Dakota State University, a 1862 Land Grant institution. Northern Plains regional coverage; especially relevant for short-season and cold-edge gardening.
nmsu_chart	T1	university_extension	NMSU Dona Ana County Master Gardeners -- Food Garden Planting Chart (Las Cruces)	https://donaanamastergardeners.nmsu.edu/documents/foodgardenplantingchart-1.pdf	Southern New Mexico (Dona Ana / Las Cruces) vegetable planting chart; Path-A visual source. Parent portal: nmsu_ext.
nmsu_donaana_mg	T1	extension_master_gardener_program	Doña Ana County Master Gardeners (NMSU Cooperative Extension)	https://donaanamastergardeners.nmsu.edu/	Las Cruces / Mesilla Valley (zone 8) vegetable planting-window timing from the Doña Ana County Master Gardener program, NMSU Cooperative Extension; specifically the two-window tomato structure and the fall transplant window. Catalog url points to the county MG program home; the anchoring document at cite-time is the Las Cruces Vegetable Planting Chart (foodgardenplantingchart-1.pdf).
nmsu_ext	T1	university_extension	New Mexico State University Cooperative Extension	https://pubs.nmsu.edu	Cooperative Extension publications from New Mexico State University, a 1862 Land Grant institution. Southern-NM / borderlands warm-arid coverage (zones 7b-8b) including Circular 457/457-B statewide planting-date tables and Dona Ana County Master Gardener Las Cruces planting charts. Zone-8 warm_arid region anchor.
nmsu_ext_cr457b	T1	university_extension	NMSU Extension Circular CR-457-B -- Home vegetable garden planting (warm zones)	https://pubs.nmsu.edu/_circulars/CR457B/	broccoli warm-zone spring + fall windows (southern NM)
nmsu_ext_h324	T1	university_extension	NMSU Cooperative Extension Guide H-324 (Home Garden Strawberry Production in New Mexico)	https://pubs.nmsu.edu/_h/H324/index.html	NMSU Cooperative Extension Guide H-324 (Home Garden Strawberry Production in New Mexico). Specific page under its trusted parent (T1 inherited).
npic_orst	T1	university_government_cooperative	National Pesticide Information Center (NPIC)	https://npic.orst.edu	National Pesticide Information Center pesticide fact sheets, produced under a cooperative agreement between Oregon State University and the U.S. Environmental Protection Agency. Citable for active-ingredient identity and class, mode of action, non-target toxicity (bees, aquatic life, earthworms, pets, wildlife), and universal read-and-follow-the-label safety guidance. Not citable for crop-culture or planting-window claims.
nws_lzk	T1	government_observation_network	NWS Little Rock, Frost/Freeze Information for Arkansas	https://www.weather.gov/lzk/frostfreeze.htm	NWS Little Rock forecast-office frost/freeze normals for Arkansas (1991-2020, 36 degF frost / 32 degF freeze, 50% probability). Little Rock (Adams Field, Pulaski Co.): last spring frost Apr 3, first fall frost Oct 31. The mid_south zone 8 frost anchor. Not citable for biological-mechanism claims.
nws_vef	T1	government_observation_network	NWS Las Vegas, Technical Memorandum WR-235 (Climate of Las Vegas, Nevada)	https://www.weather.gov/media/wrh/online_publications/TMs/TM-235.pdf	NWS Las Vegas forecast-office frost/freeze normals for the Las Vegas Valley (1961-90 period of record, 32 degF). Verbatim: average last spring frost Feb 28, average first fall frost Nov 25. The nevada zone 9 frost anchor (zone 8 and zone 10 gradient-derived from it). Not citable for biological-mechanism claims.
ohio_state_ext	T1	university_extension	Ohio State University Extension (Ohioline)	https://ohioline.osu.edu/factsheet/plpath-fru-36	Ohio State University Extension (Ohioline) factsheet PLPATH-FRU-36, Botrytis Fruit Rot (Gray Mold) of strawberry; anchors the straw-mulch fruit-rot barrier claim. A standalone institution, distinct from osu_ext (Oregon State University).
ok_state_ext	T1	university_extension	Oklahoma State University Extension	https://extension.okstate.edu	Cooperative Extension publications from Oklahoma State University, a 1862 Land Grant institution. Southern Plains regional coverage. Note: catalog id distinguishes from osu_ext (Oregon State).
osu_ext	T1	university_extension	Oregon State University Extension	https://extension.oregonstate.edu	Oregon State University Extension publications, a 1862 Land Grant institution. Pacific Northwest regional coverage. Catalog id distinguishes from ok_state_ext (Oklahoma State).
osu_ext_prune_lavender	T1	university_extension	OSU Extension Ask Extension -- When is the best time to prune lavender?	https://extension.oregonstate.edu/ask-extension/featured/when-best-time-prune-lavender	OSU Extension guidance on lavender pruning timing: prune after all chance of frost has passed (around early March); a July prune removes the year's blooms in progress; space plants at least 2-3 feet apart for air circulation to limit fungal disease. Specific page under its trusted parent (T1 inherited).
osu_oregon_veg	T1	university_extension	Oregon Vegetables: Artichoke, Globe (OSU Department of Horticulture)	https://horticulture.oregonstate.edu/oregon-vegetables/artichoke-globe	Extension commercial vegetable production guide. THE SOLE SOURCE of the crown-kill threshold: 'At temperatures under 15 F severe loss of crowns would be expected even with mulch protection', alongside the 25F winter caution and straw mulching. Also the Virginia vernalization data restated (about 1300 hours under 50F to fully vernalize Green Globe and Imperial Star; 200 hours giving over 80% flowering in Imperial Star versus 25% in Green Globe; Grande Buerre and Talpiot failing to flower after 500 hours), Emerald requiring very little vernalization, the Willamette Valley recommendation to target late-summer and early-fall production, and the bud blistering that follows near-freezing temperatures. Serves 403 to WebFetch; fetch with urllib.
piedmont_mg	T1	horticultural_authority	Piedmont Master Gardeners	https://www.piedmontmastergardeners.org	Piedmont Master Gardeners (Virginia Cooperative Extension) publications. Mid-Atlantic regional coverage.
pnw_handbook_epn	T1	university_extension	PNW Pest Management Handbooks -- Entomopathogenic Nematodes	https://pnwhandbooks.org/insect/ipm/entomopathogenic-nematodes	PNW Pest Management Handbooks entry on entomopathogenic nematodes (Steinernematidae and Heterorhabditidae), latest revision March 2026. The toxicology and regulatory claim: entomopathogenic nematodes are safe to plants and vertebrates, and the US EPA has therefore exempted them from all registration requirements and related regulation. Cited for SAFETY, not efficacy.
psu_ext	T1	university_extension	Penn State Extension	https://extension.psu.edu	Penn State Extension publications, a 1862 Land Grant institution. Mid-Atlantic regional coverage.
psu_microgreens	T1	university_extension	Penn State Extension - Growing Microgreens	https://extension.psu.edu/growing-microgreens	PSU Extension 'Growing Microgreens' (Sanchez & Berghage, updated Dec 2025). Citable for the indoor microgreen cycle: 7-21 day seeding-to-harvest range, soilless media + seeding mats, brassica fast group, little-or-no fertilizer (the seed feeds the microgreen). Parent portal entry: psu_ext.
purdue_ext	T1	university_extension	Purdue University Extension	https://extension.purdue.edu	Purdue University Extension publications, a 1862 Land Grant institution. Midwest coverage; FoodLink consumer food/herb use guidance.
purdue_ext_bp132w	T1	university_extension	Purdue Extension BP-132-W -- Disease Susceptibility of Common Apple Cultivars	https://www.extension.purdue.edu/extmedia/BP/BP-132-W.pdf	Purdue Extension BP-132-W (Beckerman), an independent disease-susceptibility table for apple scab, fire blight, juniper rusts (cedar-apple rust), and powdery mildew across common cultivars; the second independent apple variety resistance source. Parent portal entry: purdue_ext.
purdue_ext_foodlink_lavender	T1	university_extension	Purdue Extension FoodLink -- Lavender	https://extension.purdue.edu/foodlink/food.php?food=lavender	Purdue Extension FoodLink entry for lavender: Lavandula angustifolia is the group that reliably overwinters and English lavender is most used in cooking; culinary pairings (lemon, blueberry, vanilla, thyme, chocolate); strong flavor so a little goes a long way; harvest after flowers open, dry by hanging upside down and store sealed; use only culinary (unsprayed) lavender, not florist/nursery stock. Specific page under its trusted parent (T1 inherited).
rhs	T1	horticultural_authority	Royal Horticultural Society	https://www.rhs.org.uk	Editorially reviewed horticultural reference content from the Royal Horticultural Society. Cultivar performance, planting guidance, and pest/disease identification with explicit editorial review. UK-centric climate guidance requires translation to USDA hardiness zones for North American application.
rutgers_fs044	T1	university_extension	Rutgers NJAES FS044, Globe Artichoke Production in New Jersey (Nitzsche & Sciarappa, 2005)	https://njaes.rutgers.edu/pubs/publication.php?pid=FS044	Extension crop production fact sheet, and the source of the finding that most shapes this crop's suitability map: the NO-TREATMENT CONTROLS showing vernalization is QUANTITATIVE rather than obligate -- 'Imperial Star produced more buds (74%) with no vernalization treatment compared to Green Globe Improved (57%)', against 98% and 86% when chilled -- and the framing that vernalization PROMOTES bud initiation, with vernalized plants flowering earlier and more uniformly. Also the outlier 50-60F vernalization band (the only one whose floor sits above 50F), the explicit rejection of seed vernalization as highly variable, and field devernalization by root heat under black plastic mulch. RESOLUTION: the live PDF endpoint returns 'Missing File'; this landing page resolves and confirms the metadata, and the PDF itself was recovered from a 2010 Wayback snapshot.
rutgers_njaes	T1	university_extension	Rutgers New Jersey Agricultural Experiment Station	https://njaes.rutgers.edu	Rutgers New Jersey Agricultural Experiment Station / Cooperative Extension fact sheets, a 1862 Land Grant institution. Mid-Atlantic / New Jersey regional coverage.
sdsu_ext	T1	university_extension	South Dakota State University Extension	https://extension.sdstate.edu	South Dakota State University Extension publications, a 1862 Land Grant institution. Northern Plains regional coverage.
seed_savers	T2	seed_saver_nonprofit	Seed Savers Exchange	https://shop.seedsavers.org/	Cultivar specifications and heirloom varietal documentation per published catalog.
sustainable_market_farming	T1	horticultural_authority	Sustainable Market Farming (Pam Dawling)	https://sustainablemarketfarming.com	Sustainable Market Farming reference (Pam Dawling) -- editorial review; market-grower-focused content with documented practice basis. (Tier review pending: this entry may warrant T2 reclassification if it does not meet T1 institutional standing. Flagged for Phase 3.5 re-review.)
tamu_agrilife	T1	university_extension	Texas A&M AgriLife Extension	https://agrilifeextension.tamu.edu	Texas A&M AgriLife Extension publications, a 1862 Land Grant institution. Texas and southern Plains regional coverage.
tamu_agrilife_aggie_spring	T1	university_extension	Texas A&M AgriLife Aggie Horticulture -- Spring vegetable planting guide (Regions I-V)	https://aggie-hort.tamu.edu/archives/parsons/earthkind/ekgarden14.html	broccoli Texas spring planting window by region
tamu_agrilife_fall_veg	T1	university_extension	Texas A&M AgriLife -- Fall Vegetable Gardening Guide	https://agrilifeextension.tamu.edu/wp-content/uploads/2025/06/Fall-Vegetable-Gardening-Guide.pdf	broccoli Texas fall planting window
tamu_eht065	T1	university_extension	Texas A&M AgriLife EHT-065, Easy Gardening: Artichoke (Masabni & Lillard)	https://aggie-horticulture.tamu.edu/wp-content/uploads/sites/10/2013/09/EHT-065.pdf	Statewide extension home-garden single-crop fact sheet. The Texas fall-planted, summer-dormant system: seed started mid-August for a mid-October Central Texas transplant, up to 60 days to suitable size, main harvest April and May, and the cut-to-soil-level after the June harvest that puts the crown into summer dormancy with new shoots in fall. THE ONLY EXPLICIT COLD LIMIT IN THE CORPUS: 'Do not expose artichokes to temperatures below 25 degrees F in the winter', with straw, leaves, a bucket or frost blanket as protection. Also the aridity effect, that a hot dry climate causes buds to open quickly and destroys tenderness. CAVEATS: it gives NO absolute west-Texas date, only 'start seeds a few weeks earlier'; its pest photos are credited to UC Statewide IPM, so its pest list is not evidence of Texas occurrence; and a separate TAMU specialty-crops brief by the same authors gives a conflicting crown-division, Texas-coast, one-year-to-harvest account.
tomato_growers	T2	commercial_seed_company	Tomato Growers Supply Company	https://tomatogrowers.com/	Cultivar specifications, days-to-maturity, disease resistance per published seed catalog. Tomato-specialized.
ua_az1005	T1	university_extension	UA Extension az1005, Vegetable Planting Calendar for Maricopa County	https://extension.arizona.edu/sites/default/files/2024-08/az1005-2018.pdf	UA Extension home-garden planting calendar for Maricopa County (Phoenix, the cooler side of the Arizona low desert). Lists asparagus with transplant-only marks and a 2-to-3-year time to harvest. Cited for the crown recommendation and establishment lag, not for month placement -- the table is rotated and its mark positions did not extract reliably.
ua_az1615	T1	university_extension	UA Extension az1615, Yuma County vegetable planting calendar	https://extension.arizona.edu/sites/default/files/2024-08/az1615-2020.pdf	UA Extension home-garden planting calendar for Yuma County, climatically the same low desert as Imperial/Coachella across the state line. Carries asparagus planting and harvest windows for backyard growers.
uada_ext	T1	university_extension	University of Arkansas Cooperative Extension Service	https://www.uaex.uada.edu	Cooperative Extension publications from the University of Arkansas Division of Agriculture, a 1862 Land Grant institution. Mid-South and southern regional coverage.
uada_ext_berries	T1	university_extension	UAEX, Arkansas Berries -- Home Garden	https://www.uaex.uada.edu/yard-garden/fruits-nuts/berries.aspx	UAEX Yard & Garden home-garden berry overview for Arkansas. HARVEST WINDOW, the load-bearing sentence: "In Arkansas, strawberries are favorites in home gardens. The bright red, flavorful fruit are picked from April thru June in our state" -- backs the mid_south strawberry harvest in BOTH zones (z7 matted-row May 27 - Jun 24; z8 plasticulture late Apr - early Jun). Also describes both home-garden systems: the annual, "if special cultivars like 'Chandler' are planted in the fall on raised beds then picked one time the following spring", and the perennial matted row, "by planting cultivars like 'Cardinal' in the fall either on beds or in rows". Publishes NO bloom date and NO specific planting dates. NOTE it offers the annual/plasticulture system to home gardeners, which FSA6103 (uada_ext_fsa6103) declines to recommend for home gardens; the two UAEX documents genuinely differ and that tension is recorded as a finding.
